Provider URN,Provider status,Provider type,Sector,Provider name,Provider address 1,Provider address 2,Provider town,Provider postcode,Local Authority,government_office_region_name,Event number,Event date,Event type group,Overall effectiveness,Outcomes in education and related learning activities,Outcomes for children and young people,Quality of care,Safeguarding children and young people,Leadership and management
SC416733,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,288780,24/02/2014,Interim inspection,2,0,0,0,0,0
SC049189,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,290254,21/02/2014,Interim inspection,3,0,0,0,0,0
SC372117,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,289092,12/02/2014,Interim inspection,4,0,0,0,0,0
SC456409,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,293106,18/03/2014,Interim inspection,2,0,0,0,0,0
SC367456,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lincolnshire,East Midlands,290110,10/03/2014,Interim inspection,2,0,0,0,0,0
SC015266,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Cambridgeshire,East of England,288300,18/02/2014,Interim inspection,2,0,0,0,0,0
SC466315,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,287221,05/02/2014,Full inspection,3,0,3,3,3,3
SC046524,Active,Secure children's home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Sheffield,Yorkshire and The Humber,287895,11/02/2014,Interim inspection,3,0,0,0,0,0
SC005567,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Tameside,North West,287521,03/02/2014,Interim inspection,2,0,0,0,0,0
SC366343,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Tameside,North West,290131,05/03/2014,Interim inspection,2,0,0,0,0,0
SC008268,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,288836,24/02/2014,Interim inspection,2,0,0,0,0,0
SC066912,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,291559,31/03/2014,Interim inspection,2,0,0,0,0,0
SC356327,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290590,19/03/2014,Interim inspection,2,0,0,0,0,0
SC066917,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290501,19/03/2014,Interim inspection,2,0,0,0,0,0
SC040266,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Wigan,North West,289911,10/03/2014,Interim inspection,2,0,0,0,0,0
SC008325,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,288318,18/02/2014,Interim inspection,2,0,0,0,0,0
SC065478,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Wandsworth,London,291006,25/03/2014,Interim inspection,2,0,0,0,0,0
SC408656,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Redcar and Cleveland,North East,290877,25/03/2014,Interim inspection,2,0,0,0,0,0
SC062537,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Halton,North West,290036,06/03/2014,Interim inspection,3,0,0,0,0,0
SC454265,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,286947,04/02/2014,Full inspection,3,0,2,3,3,3
SC040926,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Wigan,North West,289694,06/03/2014,Interim inspection,2,0,0,0,0,0
SC466415,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,York,Yorkshire and The Humber,288837,06/02/2014,Full inspection,2,0,3,2,3,2
SC025745,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,283396,03/01/2014,Interim inspection,2,0,0,0,0,0
SC371723,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,285005,20/01/2014,Interim inspection,4,0,0,0,0,0
SC362170,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,285600,23/01/2014,Full inspection,1,0,1,1,1,1
SC008274,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,289687,05/03/2014,Interim inspection,2,0,0,0,0,0
SC426318,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,289924,03/03/2014,Interim inspection,3,0,0,0,0,0
SC065059,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,290727,18/03/2014,Interim inspection,2,0,0,0,0,0
SC429762,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hartlepool,North East,284349,13/01/2014,Interim inspection,2,0,0,0,0,0
SC036688,Resigned,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Wolverhampton,West Midlands,288637,21/02/2014,Interim inspection,4,0,0,0,0,0
SC441513,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Derbyshire,East Midlands,286969,04/02/2014,Interim inspection,2,0,0,0,0,0
SC439882,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Derbyshire,East Midlands,287091,06/02/2014,Interim inspection,2,0,0,0,0,0
SC407169,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,288001,10/02/2014,Interim inspection,4,0,0,0,0,0
SC400107,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Sunderland,North East,291775,21/03/2014,Interim inspection,2,0,0,0,0,0
SC005040,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290440,13/03/2014,Interim inspection,3,0,0,0,0,0
SC005066,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290805,19/03/2014,Interim inspection,3,0,0,0,0,0
SC373693,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290734,14/03/2014,Interim inspection,4,0,0,0,0,0
SC372652,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,288627,18/02/2014,Interim inspection,2,0,0,0,0,0
SC020611,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,292034,19/03/2014,Interim inspection,2,0,0,0,0,0
SC362094,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,291210,25/03/2014,Interim inspection,2,0,0,0,0,0
SC020610,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,286737,30/01/2014,Interim inspection,2,0,0,0,0,0
SC036758,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,292153,10/03/2014,Interim inspection,3,0,0,0,0,0
SC398391,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,289775,03/03/2014,Interim inspection,2,0,0,0,0,0
SC035387,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Stockton-on-Tees,North East,289994,11/03/2014,Interim inspection,3,0,0,0,0,0
SC035380,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Stockton-on-Tees,North East,283626,06/01/2014,Interim inspection,2,0,0,0,0,0
SC036584,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Walsall,West Midlands,290629,18/03/2014,Interim inspection,2,0,0,0,0,0
SC034108,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Tameside,North West,290837,25/03/2014,Interim inspection,5,0,0,0,0,0
SC034108,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Tameside,North West,285097,21/01/2014,Interim inspection,3,0,0,0,0,0
SC065374,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,287795,13/02/2014,Interim inspection,2,0,0,0,0,0
SC416136,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Sunderland,North East,289868,03/03/2014,Interim inspection,2,0,0,0,0,0
SC064027,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,291565,26/03/2014,Interim inspection,2,0,0,0,0,0
SC444869,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,292395,26/03/2014,Interim inspection,2,0,0,0,0,0
SC447169,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,290047,05/03/2014,Full inspection,3,0,3,3,3,3
SC047483,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,287455,10/02/2014,Interim inspection,4,0,0,0,0,0
SC068032,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,288192,29/01/2014,Full inspection,2,0,2,1,2,2
SC068032,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,290617,18/03/2014,Interim inspection,2,0,0,0,0,0
SC407933,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,292290,17/03/2014,Interim inspection,2,0,0,0,0,0
SC372613,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,288866,21/02/2014,Interim inspection,2,0,0,0,0,0
SC454521,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,287151,06/02/2014,Interim inspection,4,0,0,0,0,0
SC398386,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,291696,31/03/2014,Interim inspection,3,0,0,0,0,0
SC028536,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,East Sussex,South East,284817,15/01/2014,Interim inspection,2,0,0,0,0,0
SC035222,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Stockton-on-Tees,North East,289760,07/03/2014,Interim inspection,2,0,0,0,0,0
SC040583,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Stockton-on-Tees,North East,289362,03/03/2014,Interim inspection,2,0,0,0,0,0
SC037302,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Warrington,North West,285686,27/01/2014,Interim inspection,2,0,0,0,0,0
SC457180,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Warrington,North West,289203,27/02/2014,Interim inspection,2,0,0,0,0,0
SC457183,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Halton,North West,290672,18/03/2014,Interim inspection,3,0,0,0,0,0
SC386505,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Halton,North West,286841,05/02/2014,Full inspection,1,0,1,1,1,1
SC034162,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Wakefield,Yorkshire and The Humber,290660,20/03/2014,Interim inspection,2,0,0,0,0,0
SC034940,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,York,Yorkshire and The Humber,290314,12/03/2014,Interim inspection,2,0,0,0,0,0
SC467073,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,286507,28/01/2014,Full inspection,3,0,3,3,3,3
SC025718,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,286031,29/01/2014,Interim inspection,2,0,0,0,0,0
SC064836,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,287450,22/01/2014,Interim inspection,2,0,0,0,0,0
SC063054,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,289357,27/02/2014,Interim inspection,2,0,0,0,0,0
SC034775,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Cambridgeshire,East of England,285635,24/01/2014,Interim inspection,2,0,0,0,0,0
SC439153,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Cambridgeshire,East of England,289848,07/03/2014,Interim inspection,2,0,0,0,0,0
SC030439,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,289982,10/03/2014,Interim inspection,3,0,0,0,0,0
SC059437,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,291050,21/03/2014,Interim inspection,3,0,0,0,0,0
SC065129,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,290334,11/03/2014,Interim inspection,3,0,0,0,0,0
SC064081,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,289493,04/03/2014,Interim inspection,3,0,0,0,0,0
SC023636,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,286516,29/01/2014,Interim inspection,3,0,0,0,0,0
SC454294,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,290452,18/03/2014,Interim inspection,2,0,0,0,0,0
SC022444,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,284561,08/01/2014,Interim inspection,2,0,0,0,0,0
SC386810,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,290445,12/03/2014,Full inspection,2,0,2,2,2,2
SC063550,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,290180,14/03/2014,Interim inspection,2,0,0,0,0,0
SC379274,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wakefield,Yorkshire and The Humber,289019,25/02/2014,Interim inspection,2,0,0,0,0,0
SC034415,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Kirklees,Yorkshire and The Humber,283762,06/01/2014,Interim inspection,2,0,0,0,0,0
SC036551,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Walsall,West Midlands,290601,17/03/2014,Interim inspection,2,0,0,0,0,0
SC440014,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,291201,27/03/2014,Interim inspection,2,0,0,0,0,0
SC059203,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Northumberland,North East,290231,14/03/2014,Interim inspection,2,0,0,0,0,0
SC036248,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Derbyshire,East Midlands,289662,04/03/2014,Interim inspection,3,0,0,0,0,0
SC033817,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,289404,25/02/2014,Interim inspection,2,0,0,0,0,0
SC060034,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,287614,12/02/2014,Interim inspection,2,0,0,0,0,0
SC424271,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Norfolk,East of England,288185,18/02/2014,Interim inspection,2,0,0,0,0,0
SC013144,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Oxfordshire,South East,287265,06/02/2014,Interim inspection,2,0,0,0,0,0
SC042795,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,287122,04/02/2014,Interim inspection,2,0,0,0,0,0
SC368329,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,290832,21/03/2014,Full inspection,3,0,3,3,2,3
SC037447,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,West Sussex,South East,284759,16/01/2014,Interim inspection,2,0,0,0,0,0
SC038827,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,289781,04/03/2014,Interim inspection,2,0,0,0,0,0
SC009121,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Cornwall,South West,290256,14/03/2014,Interim inspection,5,0,0,0,0,0
SC457182,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Halton,North West,290464,14/03/2014,Interim inspection,2,0,0,0,0,0
SC063498,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,287870,10/02/2014,Interim inspection,4,0,0,0,0,0
SC005751,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wigan,North West,289517,04/03/2014,Interim inspection,2,0,0,0,0,0
SC356565,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wolverhampton,West Midlands,285323,13/01/2014,Interim inspection,2,0,0,0,0,0
SC042994,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Lincolnshire,East Midlands,288283,17/02/2014,Interim inspection,2,0,0,0,0,0
SC468343,Resigned,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,284169,08/01/2014,Full inspection,2,0,3,2,2,2
SC454538,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,284678,15/01/2014,Interim inspection,2,0,0,0,0,0
SC403937,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,286124,29/01/2014,Interim inspection,2,0,0,0,0,0
SC035543,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,East Riding of Yorkshire,Yorkshire and The Humber,285202,21/01/2014,Interim inspection,2,0,0,0,0,0
SC431803,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bracknell Forest,South East,290542,18/03/2014,Interim inspection,2,0,0,0,0,0
SC037454,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,West Sussex,South East,290020,11/03/2014,Interim inspection,2,0,0,0,0,0
SC014848,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,West Sussex,South East,286447,29/01/2014,Interim inspection,2,0,0,0,0,0
SC423753,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Sheffield,Yorkshire and The Humber,290386,13/03/2014,Interim inspection,2,0,0,0,0,0
SC036023,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Sheffield,Yorkshire and The Humber,284671,08/01/2014,Full inspection,2,0,1,1,1,2
SC036023,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Sheffield,Yorkshire and The Humber,291447,28/03/2014,Interim inspection,2,0,0,0,0,0
SC057703,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Barnsley,Yorkshire and The Humber,285499,08/01/2014,Full inspection,1,0,2,1,1,1
SC057703,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Barnsley,Yorkshire and The Humber,291693,31/03/2014,Interim inspection,2,0,0,0,0,0
SC386057,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Barnsley,Yorkshire and The Humber,290864,24/03/2014,Interim inspection,2,0,0,0,0,0
SC068664,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Barnsley,Yorkshire and The Humber,284571,14/01/2014,Interim inspection,3,0,0,0,0,0
SC437171,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Swindon,South West,283370,02/01/2014,Interim inspection,2,0,0,0,0,0
SC062288,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,292284,10/03/2014,Interim inspection,3,0,0,0,0,0
SC062288,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,286329,23/01/2014,Full inspection,2,0,2,2,2,2
SC381725,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,284090,09/01/2014,Interim inspection,3,0,0,0,0,0
SC417360,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,291995,28/03/2014,Interim inspection,2,0,0,0,0,0
SC067839,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,292285,13/03/2014,Interim inspection,2,0,0,0,0,0
SC397933,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,290736,21/03/2014,Interim inspection,2,0,0,0,0,0
SC063380,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,290039,07/03/2014,Interim inspection,2,0,0,0,0,0
SC455864,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Middlesbrough,North East,285076,15/01/2014,Interim inspection,2,0,0,0,0,0
SC442779,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Warrington,North West,289044,26/02/2014,Interim inspection,2,0,0,0,0,0
SC432331,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Hertfordshire,East of England,290958,18/03/2014,Full inspection,2,0,2,2,2,2
SC398367,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wigan,North West,290167,11/03/2014,Interim inspection,2,0,0,0,0,0
SC409532,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wigan,North West,291601,26/03/2014,Interim inspection,2,0,0,0,0,0
SC006014,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,289151,27/02/2014,Interim inspection,2,0,0,0,0,0
SC039248,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,291499,31/03/2014,Interim inspection,4,0,0,0,0,0
SC055153,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,290737,21/03/2014,Interim inspection,3,0,0,0,0,0
SC039087,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,289610,05/03/2014,Interim inspection,2,0,0,0,0,0
SC433286,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,289729,05/03/2014,Full inspection,2,0,2,2,2,2
SC062013,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sefton,North West,286733,30/01/2014,Interim inspection,3,0,0,0,0,0
SC069336,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,West Berkshire,South East,290632,13/03/2014,Interim inspection,3,0,0,0,0,0
SC037381,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Reading,South East,288846,24/02/2014,Interim inspection,2,0,0,0,0,0
SC058603,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Havering,London,284873,15/01/2014,Interim inspection,3,0,0,0,0,0
SC036009,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Sheffield,Yorkshire and The Humber,291052,20/03/2014,Interim inspection,2,0,0,0,0,0
SC454901,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Nottinghamshire,East Midlands,287363,05/02/2014,Interim inspection,2,0,0,0,0,0
SC421531,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Central Bedfordshire,East of England,291053,24/03/2014,Interim inspection,2,0,0,0,0,0
SC384687,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Wiltshire,South West,284868,16/01/2014,Interim inspection,3,0,0,0,0,0
SC063767,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,290112,12/03/2014,Interim inspection,2,0,0,0,0,0
SC458025,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,289072,25/02/2014,Interim inspection,2,0,2,2,2,2
SC412385,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,287529,21/01/2014,Full inspection,2,0,2,1,2,2
SC412385,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,292765,28/03/2014,Interim inspection,2,0,0,0,0,0
SC356318,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,284219,07/01/2014,Interim inspection,2,0,0,0,0,0
SC008271,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,290004,10/03/2014,Interim inspection,3,0,0,0,0,0
SC437128,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,289843,27/02/2014,Interim inspection,2,0,0,0,0,0
SC403895,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Stoke-on-Trent,West Midlands,293029,28/03/2014,Interim inspection,2,0,0,0,0,0
SC057804,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,288626,17/02/2014,Interim inspection,3,0,0,0,0,0
SC465079,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Middlesbrough,North East,288161,13/02/2014,Full inspection,2,0,2,2,1,2
SC043814,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,286732,29/01/2014,Full inspection,1,0,1,1,1,1
SC405977,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,284155,09/01/2014,Full inspection,2,0,2,2,2,2
SC405977,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,291059,26/03/2014,Interim inspection,2,0,0,0,0,0
SC398392,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,291772,10/03/2014,Interim inspection,2,0,0,0,0,0
SC003897,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,290192,11/03/2014,Interim inspection,3,0,0,0,0,0
SC003897,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,286337,27/01/2014,Full inspection,3,0,3,3,3,3
SC408510,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,284680,16/01/2014,Interim inspection,2,0,0,0,0,0
SC457137,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,285493,22/01/2014,Interim inspection,4,0,0,0,0,0
SC457132,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,285492,22/01/2014,Interim inspection,4,0,0,0,0,0
SC442777,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Warrington,North West,286078,29/01/2014,Interim inspection,2,0,0,0,0,0
SC026990,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Warrington,North West,286388,30/01/2014,Interim inspection,3,0,0,0,0,0
SC064428,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wigan,North West,284653,15/01/2014,Interim inspection,2,0,0,0,0,0
