Provider URN,Provider status,Provider type,Sector,Provider name,Provider address 1,Provider address 2,Provider town,Provider postcode,Local Authority,government_office_region_name,Event number,Event date,Event type group,Overall effectiveness,Outcomes in education and related learning activities,Outcomes for children and young people,Quality of care,Safeguarding children and young people,Leadership and management
SC362151,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Blackpool,North West,294903,21/05/2014,Full inspection,2,0,2,2,2,2
SC363398,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Blackpool,North West,296519,11/06/2014,Full inspection,2,0,2,2,2,2
SC364812,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,West Sussex,South East,295995,27/05/2014,Full inspection,3,0,3,2,3,3
SC365366,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,293784,02/05/2014,Full inspection,2,0,2,2,2,2
SC367623,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,296465,28/05/2014,Full inspection,2,0,2,2,2,2
SC032086,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Doncaster,Yorkshire and The Humber,295063,20/05/2014,Full inspection,3,0,3,2,3,3
SC368399,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,296700,11/06/2014,Full inspection,4,0,4,4,4,4
SC369144,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Tameside,North West,294441,14/05/2014,Full inspection,4,0,4,4,4,4
SC371553,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wakefield,Yorkshire and The Humber,296415,10/06/2014,Full inspection,1,0,1,1,1,1
SC371723,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,295328,28/05/2014,Full inspection,3,0,3,3,3,4
SC372611,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,295816,03/06/2014,Full inspection,2,0,2,2,2,2
SC032107,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Doncaster,Yorkshire and The Humber,296602,11/06/2014,Full inspection,3,0,3,2,3,2
SC032132,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Doncaster,Yorkshire and The Humber,294526,12/05/2014,Full inspection,3,0,3,2,3,2
SC379104,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,295049,21/05/2014,Full inspection,4,0,3,3,4,4
SC379123,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,295935,04/06/2014,Full inspection,2,0,3,2,2,2
SC060744,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Doncaster,Yorkshire and The Humber,296034,03/06/2014,Full inspection,3,0,2,2,3,3
SC381339,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,296767,11/06/2014,Full inspection,2,0,2,2,3,2
SC036275,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Derby,East Midlands,293415,29/04/2014,Full inspection,3,0,2,3,3,3
SC382715,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,295327,15/05/2014,Full inspection,3,0,3,3,3,3
SC383187,Active,Residential special school (>295 days/year),Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Milton Keynes,South East,296058,06/06/2014,Full inspection,2,0,2,2,2,2
SC383879,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wiltshire,South West,295555,15/05/2014,Full inspection,2,0,2,2,2,3
SC384198,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wolverhampton,West Midlands,296682,04/06/2014,Full inspection,2,0,2,2,3,2
SC384670,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bournemouth,South West,297116,11/06/2014,Full inspection,3,0,3,2,2,4
SC386502,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Warrington,North West,294598,13/05/2014,Full inspection,3,0,3,2,2,3
SC386651,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,293876,06/05/2014,Full inspection,3,0,3,3,3,3
SC390209,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,North Somerset,South West,294544,14/05/2014,Full inspection,2,0,2,2,2,2
SC392408,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bedford,East of England,294109,12/05/2014,Interim inspection,2,0,0,0,0,0
SC392549,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Durham,North East,296606,30/06/2014,Full inspection,4,0,3,3,4,4
SC036019,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Derby,East Midlands,293888,07/05/2014,Full inspection,2,0,2,2,2,2
SC396056,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,296041,04/06/2014,Full inspection,4,0,3,3,4,4
SC396884,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,296053,02/06/2014,Full inspection,2,0,2,2,2,3
SC398377,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,297681,18/06/2014,Full inspection,3,0,3,3,3,3
SC398386,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,297525,20/06/2014,Full inspection,3,0,3,2,3,2
SC398480,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,297436,18/06/2014,Full inspection,3,0,3,2,3,3
SC399866,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Isle of Wight,South East,295100,21/05/2014,Full inspection,2,0,2,2,2,2
SC400212,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,296424,11/06/2014,Full inspection,4,0,4,4,4,4
SC033289,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Coventry,West Midlands,297910,18/06/2014,Full inspection,2,0,2,2,3,2
SC400360,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Wandsworth,London,295719,30/05/2014,Full inspection,4,0,3,3,4,4
SC402370,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Nottinghamshire,East Midlands,295071,21/05/2014,Full inspection,3,0,2,3,3,3
SC403464,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,295463,20/05/2014,Full inspection,2,0,2,2,2,2
SC404130,Active,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,297386,20/06/2014,Full inspection,2,0,2,2,3,2
SC404993,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Dorset,South West,297087,11/06/2014,Full inspection,3,0,2,2,3,3
SC406063,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Nottinghamshire,East Midlands,297208,18/06/2014,Full inspection,2,0,2,2,2,2
SC406513,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bristol,South West,293896,02/05/2014,Full inspection,4,0,4,2,4,4
SC406636,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,294659,19/05/2014,Full inspection,3,0,3,3,3,3
SC407169,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,294652,19/05/2014,Full inspection,4,0,3,3,4,4
SC407246,Resigned,Residential special school (>295 days/year),Private,Redacted,Redacted,Redacted,Redacted,Redacted,Suffolk,East of England,294851,14/05/2014,Full inspection,4,0,3,3,4,4
SC408714,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Suffolk,East of England,294568,08/05/2014,Full inspection,2,0,2,2,2,2
SC409506,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bedford,East of England,296258,09/06/2014,Interim inspection,3,0,0,0,0,0
SC410102,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,295288,16/05/2014,Full inspection,3,0,2,2,3,3
SC410156,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cambridgeshire,East of England,295208,15/05/2014,Full inspection,3,0,3,3,3,3
SC410910,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lincolnshire,East Midlands,294984,22/05/2014,Full inspection,1,0,1,1,1,1
SC412476,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,296857,13/06/2014,Full inspection,4,0,3,3,3,4
SC413223,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,295505,30/05/2014,Full inspection,2,0,1,2,1,2
SC414575,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,294515,14/05/2014,Full inspection,4,0,3,3,4,4
SC416915,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,295336,22/05/2014,Full inspection,3,0,3,2,2,3
SC419393,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,292929,15/04/2014,Full inspection,2,0,2,2,2,2
SC419429,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lincolnshire,East Midlands,294900,20/05/2014,Full inspection,3,0,2,3,3,3
SC420032,Resigned,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Kent,South East,295331,22/05/2014,Interim inspection,4,0,0,0,0,0
SC421995,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Darlington,North East,297098,17/06/2014,Full inspection,4,0,3,2,3,4
SC423617,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Birmingham,West Midlands,297434,20/06/2014,Full inspection,2,0,2,2,2,2
SC424141,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bradford,Yorkshire and The Humber,295392,28/05/2014,Full inspection,2,0,2,2,2,2
SC040491,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Cornwall,South West,295283,22/05/2014,Full inspection,2,0,2,2,2,3
SC034184,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bristol,South West,296365,02/06/2014,Full inspection,4,0,4,4,4,4
SC424759,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kirklees,Yorkshire and The Humber,295403,28/05/2014,Full inspection,4,0,2,2,4,4
SC425418,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hertfordshire,East of England,294417,08/05/2014,Full inspection,3,0,3,2,2,3
SC425859,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,293818,07/05/2014,Interim inspection,2,0,0,0,0,0
SC425985,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Sefton,North West,294470,14/05/2014,Full inspection,4,0,3,3,3,4
SC425999,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Sandwell,West Midlands,295941,05/06/2014,Interim inspection,4,0,0,0,0,0
SC426530,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,296695,06/06/2014,Full inspection,2,0,2,2,3,2
SC426684,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Manchester,North West,295084,22/05/2014,Full inspection,4,0,4,4,4,4
SC426719,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Telford and Wrekin,West Midlands,297966,19/06/2014,Full inspection,2,0,2,1,2,1
SC427652,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Suffolk,East of England,294383,14/05/2014,Full inspection,2,0,2,1,2,2
SC428895,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leeds,Yorkshire and The Humber,295020,12/05/2014,Interim inspection,2,0,0,0,0,0
SC429168,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Northumberland,North East,293070,25/04/2014,Full inspection,2,0,3,2,2,2
SC429702,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Suffolk,East of England,296444,10/06/2014,Interim inspection,2,0,0,0,0,0
SC429754,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Suffolk,East of England,297460,17/06/2014,Full inspection,2,0,2,2,2,2
SC429918,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Warwickshire,West Midlands,296433,09/06/2014,Interim inspection,2,0,0,0,0,0
SC430587,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,293992,09/05/2014,Interim inspection,3,0,0,0,0,0
SC430759,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Oxfordshire,South East,296787,12/06/2014,Full inspection,2,0,2,2,2,3
SC431696,Active,Children's Home,Local authority,Redacted,Redacted,Redacted,Redacted,Redacted,Bradford,Yorkshire and The Humber,296802,11/06/2014,Interim inspection,3,0,0,0,0,0
SC431799,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bracknell Forest,South East,293838,07/05/2014,Full inspection,3,0,3,3,3,3
SC431807,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wokingham,South East,296745,03/06/2014,Full inspection,3,0,2,2,3,3
SC431931,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Knowsley,North West,293986,07/05/2014,Full inspection,3,0,2,2,2,3
SC432843,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Newcastle upon Tyne,North East,295281,29/05/2014,Full inspection,2,0,2,2,2,3
SC434573,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,East Sussex,South East,295018,22/05/2014,Full inspection,2,0,2,2,2,2
SC434806,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,296005,04/06/2014,Interim inspection,2,0,0,0,0,0
SC436559,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Stockport,North West,295309,23/05/2014,Full inspection,3,0,3,3,3,3
SC436826,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,295980,29/05/2014,Full inspection,2,0,3,3,2,2
SC436992,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wirral,North West,294913,14/05/2014,Full inspection,4,0,3,4,4,4
SC437305,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Bradford,Yorkshire and The Humber,295881,03/06/2014,Full inspection,1,0,1,1,2,1
SC437825,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Leicestershire,East Midlands,297485,22/05/2014,Full inspection,2,0,2,2,2,2
SC438239,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,294393,13/05/2014,Full inspection,2,0,2,2,2,2
SC438751,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Cambridgeshire,East of England,294892,22/05/2014,Full inspection,4,0,3,2,4,4
SC439116,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Trafford,North West,296642,11/06/2014,Full inspection,2,0,2,1,2,2
SC441131,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Swindon,South West,293868,09/05/2014,Full inspection,2,0,3,2,2,2
SC441978,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,296715,04/06/2014,Full inspection,2,0,2,2,2,3
SC445174,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Cheshire East,North West,296249,06/06/2014,Interim inspection,2,0,0,0,0,0
SC449307,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hampshire,South East,294405,08/05/2014,Full inspection,3,0,3,3,3,4
SC451266,Active,Children's Home,Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Bolton,North West,295787,29/05/2014,Full inspection,2,0,2,2,2,2
SC453372,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Durham,North East,296344,11/06/2014,Full inspection,2,0,2,2,2,3
SC454265,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,295064,23/05/2014,Full inspection,2,0,1,2,1,2
SC454538,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,297001,12/06/2014,Full inspection,2,0,2,1,2,2
SC454838,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Staffordshire,West Midlands,298430,11/06/2014,Full inspection,2,0,2,2,2,2
SC454901,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Nottinghamshire,East Midlands,294761,16/05/2014,Full inspection,2,0,2,2,2,2
SC455930,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kirklees,Yorkshire and The Humber,294416,16/05/2014,Full inspection,2,0,2,2,2,2
SC456271,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Lancashire,North West,297343,12/06/2014,Full inspection,2,0,2,2,2,2
SC456349,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Hertfordshire,East of England,295612,28/05/2014,Full inspection,2,0,2,3,2,2
SC456474,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kingston upon Hull,Yorkshire and The Humber,294784,22/05/2014,Interim inspection,2,0,0,0,0,0
SC456543,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Rochdale,North West,296609,12/06/2014,Full inspection,2,0,2,2,2,2
SC456863,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Torbay,South West,296940,17/06/2014,Full inspection,2,0,2,2,2,2
SC456910,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Torbay,South West,295870,15/05/2014,Full inspection,3,0,2,3,2,3
SC456961,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Somerset,South West,294792,13/05/2014,Full inspection,3,0,3,2,3,3
SC457015,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,292973,15/04/2014,Full inspection,2,0,2,2,2,3
SC457092,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Worcestershire,West Midlands,294678,13/05/2014,Full inspection,3,0,3,3,3,3
SC457318,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Torbay,South West,296013,04/06/2014,Full inspection,3,0,3,3,2,3
SC457364,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Wirral,North West,296081,04/06/2014,Full inspection,2,0,2,2,2,2
SC457433,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Halton,North West,296551,11/06/2014,Full inspection,2,0,2,2,2,2
SC457500,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Nottingham,East Midlands,296554,11/06/2014,Full inspection,3,0,3,3,3,3
SC457501,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cornwall,South West,294755,16/05/2014,Full inspection,2,0,2,2,2,3
SC457621,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Northamptonshire,East Midlands,294549,15/05/2014,Full inspection,2,0,2,2,2,2
SC457627,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Dorset,South West,294682,19/05/2014,Full inspection,2,0,2,2,2,3
SC457923,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Herefordshire,West Midlands,296139,04/06/2014,Full inspection,2,0,2,2,2,2
SC458027,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Essex,East of England,296998,18/06/2014,Full inspection,2,0,1,2,1,1
SC458422,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Devon,South West,297003,18/06/2014,Full inspection,3,0,3,3,2,4
SC458812,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Plymouth,South West,295214,28/05/2014,Full inspection,3,0,3,3,3,3
SC459107,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Cumbria,North West,296458,04/06/2014,Full inspection,4,0,4,4,4,4
SC459643,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,East Riding of Yorkshire,Yorkshire and The Humber,293439,25/04/2014,Full inspection,2,0,2,3,2,2
SC460593,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Kirklees,Yorkshire and The Humber,297107,18/06/2014,Full inspection,2,0,2,2,2,2
SC460761,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,St Helens,North West,295021,22/05/2014,Interim inspection,3,0,0,0,0,0
SC460973,Active,Children's Home,Private,Redacted,Redacted,Redacted,Redacted,Redacted,Shropshire,West Midlands,294786,21/05/2014,Interim inspection,2,0,0,0,0,0
SC461363,Active,Residential special school (>295 days/year),Voluntary,Redacted,Redacted,Redacted,Redacted,Redacted,Surrey,South East,297056,16/06/2014,Full inspection,2,0,2,2,2,2
